location,date,age_group
Denmark,2022-09-02,10-14
Denmark,2022-09-02,15-17
Denmark,2022-09-02,18-24
Denmark,2022-09-02,25-49
Denmark,2022-09-02,5-9
Denmark,2022-09-02,50-59
Denmark,2022-09-02,60-69
Denmark,2022-09-02,70-79
Denmark,2022-09-02,80+
Denmark,2022-09-09,10-14
Denmark,2022-09-09,15-17
Denmark,2022-09-09,18-24
Denmark,2022-09-09,25-49
Denmark,2022-09-09,5-9
Denmark,2022-09-09,50-59
Denmark,2022-09-09,60-69
Denmark,2022-09-09,70-79
Denmark,2022-09-09,80+
Denmark,2022-09-16,10-14
Denmark,2022-09-16,15-17
Denmark,2022-09-16,18-24
Denmark,2022-09-16,25-49
Denmark,2022-09-16,5-9
Denmark,2022-09-16,50-59
Denmark,2022-09-16,60-69
Denmark,2022-09-16,70-79
Denmark,2022-09-16,80+
Denmark,2022-09-23,10-14
Denmark,2022-09-23,15-17
Denmark,2022-09-23,18-24
Denmark,2022-09-23,25-49
Denmark,2022-09-23,5-9
Denmark,2022-09-23,50-59
Denmark,2022-09-23,60-69
Denmark,2022-09-23,70-79
Denmark,2022-09-23,80+
Denmark,2022-09-30,10-14
Denmark,2022-09-30,15-17
Denmark,2022-09-30,18-24
Denmark,2022-09-30,25-49
Denmark,2022-09-30,5-9
Denmark,2022-09-30,50-59
Denmark,2022-09-30,60-69
Denmark,2022-09-30,70-79
Denmark,2022-09-30,80+
Denmark,2022-10-07,0-4
Denmark,2022-10-07,10-14
Denmark,2022-10-07,15-17
Denmark,2022-10-07,18-24
Denmark,2022-10-07,25-49
Denmark,2022-10-07,5-9
Denmark,2022-10-07,50-59
Denmark,2022-10-07,60-69
Denmark,2022-10-07,70-79
Denmark,2022-10-07,80+
Denmark,2022-10-14,10-14
Denmark,2022-10-14,15-17
Denmark,2022-10-14,18-24
Denmark,2022-10-14,25-49
Denmark,2022-10-14,5-9
Denmark,2022-10-14,50-59
Denmark,2022-10-14,60-69
Denmark,2022-10-14,70-79
Denmark,2022-10-14,80+
Denmark,2022-10-21,10-14
Denmark,2022-10-21,15-17
Denmark,2022-10-21,18-24
Denmark,2022-10-21,25-49
Denmark,2022-10-21,5-9
Denmark,2022-10-21,50-59
Denmark,2022-10-21,60-69
Denmark,2022-10-21,70-79
Denmark,2022-10-21,80+
Denmark,2022-10-28,10-14
Denmark,2022-10-28,15-17
Denmark,2022-10-28,18-24
Denmark,2022-10-28,25-49
Denmark,2022-10-28,5-9
Denmark,2022-10-28,50-59
Denmark,2022-10-28,60-69
Denmark,2022-10-28,70-79
Denmark,2022-10-28,80+
Denmark,2022-11-04,10-14
Denmark,2022-11-04,15-17
Denmark,2022-11-04,18-24
Denmark,2022-11-04,25-49
Denmark,2022-11-04,5-9
Denmark,2022-11-04,50-59
Denmark,2022-11-04,60-69
Denmark,2022-11-04,70-79
Denmark,2022-11-04,80+
Denmark,2022-11-11,10-14
Denmark,2022-11-11,15-17
Denmark,2022-11-11,18-24
Denmark,2022-11-11,25-49
Denmark,2022-11-11,5-9
Denmark,2022-11-11,50-59
Denmark,2022-11-11,60-69
Denmark,2022-11-11,70-79
Denmark,2022-11-11,80+
Denmark,2022-11-18,10-14
Denmark,2022-11-18,15-17
Denmark,2022-11-18,18-24
Denmark,2022-11-18,25-49
Denmark,2022-11-18,5-9
Denmark,2022-11-18,50-59
Denmark,2022-11-18,60-69
Denmark,2022-11-18,70-79
Denmark,2022-11-18,80+
Denmark,2022-11-25,10-14
Denmark,2022-11-25,15-17
Denmark,2022-11-25,18-24
Denmark,2022-11-25,25-49
Denmark,2022-11-25,5-9
Denmark,2022-11-25,50-59
Denmark,2022-11-25,60-69
Denmark,2022-11-25,70-79
Denmark,2022-11-25,80+
Denmark,2022-12-02,10-14
Denmark,2022-12-02,15-17
Denmark,2022-12-02,18-24
Denmark,2022-12-02,25-49
Denmark,2022-12-02,5-9
Denmark,2022-12-02,50-59
Denmark,2022-12-02,60-69
Denmark,2022-12-02,70-79
Denmark,2022-12-02,80+
Denmark,2022-12-09,0-4
Denmark,2022-12-09,10-14
Denmark,2022-12-09,15-17
Denmark,2022-12-09,18-24
Denmark,2022-12-09,25-49
Denmark,2022-12-09,50-59
Denmark,2022-12-09,60-69
Denmark,2022-12-09,70-79
Denmark,2022-12-09,80+
Denmark,2022-12-16,10-14
Denmark,2022-12-16,15-17
Denmark,2022-12-16,18-24
Denmark,2022-12-16,25-49
Denmark,2022-12-16,5-9
Denmark,2022-12-16,50-59
Denmark,2022-12-16,60-69
Denmark,2022-12-16,70-79
Denmark,2022-12-16,80+
Denmark,2022-12-23,10-14
Denmark,2022-12-23,15-17
Denmark,2022-12-23,18-24
Denmark,2022-12-23,25-49
Denmark,2022-12-23,50-59
Denmark,2022-12-23,60-69
Denmark,2022-12-23,70-79
Denmark,2022-12-23,80+
Denmark,2022-12-30,10-14
Denmark,2022-12-30,15-17
Denmark,2022-12-30,18-24
Denmark,2022-12-30,25-49
Denmark,2022-12-30,50-59
Denmark,2022-12-30,60-69
Denmark,2022-12-30,70-79
Denmark,2022-12-30,80+
Denmark,2023-01-06,10-14
Denmark,2023-01-06,15-17
Denmark,2023-01-06,18-24
Denmark,2023-01-06,25-49
Denmark,2023-01-06,5-9
Denmark,2023-01-06,50-59
Denmark,2023-01-06,60-69
Denmark,2023-01-06,70-79
Denmark,2023-01-06,80+
Denmark,2023-01-13,10-14
Denmark,2023-01-13,15-17
Denmark,2023-01-13,18-24
Denmark,2023-01-13,25-49
Denmark,2023-01-13,5-9
Denmark,2023-01-13,50-59
Denmark,2023-01-13,60-69
Denmark,2023-01-13,70-79
Denmark,2023-01-13,80+
Denmark,2023-01-20,10-14
Denmark,2023-01-20,15-17
Denmark,2023-01-20,18-24
Denmark,2023-01-20,25-49
Denmark,2023-01-20,50-59
Denmark,2023-01-20,60-69
Denmark,2023-01-20,70-79
Denmark,2023-01-20,80+
Denmark,2023-01-27,10-14
Denmark,2023-01-27,15-17
Denmark,2023-01-27,18-24
Denmark,2023-01-27,25-49
Denmark,2023-01-27,5-9
Denmark,2023-01-27,50-59
Denmark,2023-01-27,60-69
Denmark,2023-01-27,70-79
Denmark,2023-01-27,80+
Denmark,2023-02-03,10-14
Denmark,2023-02-03,15-17
Denmark,2023-02-03,18-24
Denmark,2023-02-03,25-49
Denmark,2023-02-03,5-9
Denmark,2023-02-03,50-59
Denmark,2023-02-03,60-69
Denmark,2023-02-03,70-79
Denmark,2023-02-03,80+
Denmark,2023-02-10,15-17
Denmark,2023-02-10,18-24
Denmark,2023-02-10,25-49
Denmark,2023-02-10,50-59
Denmark,2023-02-10,60-69
Denmark,2023-02-10,70-79
Denmark,2023-02-10,80+
Denmark,2023-02-17,10-14
Denmark,2023-02-17,15-17
Denmark,2023-02-17,18-24
Denmark,2023-02-17,25-49
Denmark,2023-02-17,5-9
Denmark,2023-02-17,50-59
Denmark,2023-02-17,60-69
Denmark,2023-02-17,70-79
Denmark,2023-02-17,80+
Denmark,2023-02-24,15-17
Denmark,2023-02-24,18-24
Denmark,2023-02-24,25-49
Denmark,2023-02-24,50-59
Denmark,2023-02-24,60-69
Denmark,2023-02-24,70-79
Denmark,2023-02-24,80+
Denmark,2023-03-03,18-24
Denmark,2023-03-03,25-49
Denmark,2023-03-03,50-59
Denmark,2023-03-03,60-69
Denmark,2023-03-03,70-79
Denmark,2023-03-03,80+
Denmark,2023-03-10,15-17
Denmark,2023-03-10,18-24
Denmark,2023-03-10,25-49
Denmark,2023-03-10,50-59
Denmark,2023-03-10,60-69
Denmark,2023-03-10,70-79
Denmark,2023-03-10,80+
Denmark,2023-03-17,10-14
Denmark,2023-03-17,15-17
Denmark,2023-03-17,18-24
Denmark,2023-03-17,25-49
Denmark,2023-03-17,50-59
Denmark,2023-03-17,60-69
Denmark,2023-03-17,70-79
Denmark,2023-03-17,80+
Denmark,2023-04-21,0-4
Denmark,2023-04-21,18-24
Denmark,2023-04-21,25-49
Denmark,2023-04-21,5-9
Denmark,2023-04-21,50-59
Denmark,2023-04-21,60-69
Denmark,2023-04-21,70-79
Denmark,2023-04-21,80+
Denmark,2023-05-05,10-14
Denmark,2023-05-05,18-24
Denmark,2023-05-05,25-49
Denmark,2023-05-05,50-59
Denmark,2023-05-05,60-69
Denmark,2023-05-05,70-79
Denmark,2023-05-05,80+
Denmark,2023-05-26,10-14
Denmark,2023-05-26,15-17
Denmark,2023-05-26,18-24
Denmark,2023-05-26,25-49
Denmark,2023-05-26,50-59
Denmark,2023-05-26,60-69
Denmark,2023-05-26,70-79
Denmark,2023-05-26,80+
Denmark,2023-09-08,15-17
Denmark,2023-09-08,18-24
Denmark,2023-09-08,25-49
Denmark,2023-09-08,50-59
Denmark,2023-09-08,60-69
Denmark,2023-09-08,70-79
Denmark,2023-09-08,80+
Denmark,2023-09-29,18-24
Denmark,2023-09-29,25-49
Denmark,2023-09-29,50-59
Denmark,2023-09-29,60-69
Denmark,2023-09-29,70-79
Denmark,2023-09-29,80+
Estonia,2021-01-01,18-24
Estonia,2021-01-01,25-49
Estonia,2021-01-01,50-59
Estonia,2021-01-01,60-69
Estonia,2021-01-01,70-79
Estonia,2021-01-01,80+
Estonia,2021-01-08,18-24
Estonia,2021-01-08,25-49
Estonia,2021-01-08,50-59
Estonia,2021-01-08,60-69
Estonia,2021-01-08,70-79
Estonia,2021-01-08,80+
Estonia,2021-01-15,18-24
Estonia,2021-01-15,25-49
Estonia,2021-01-15,50-59
Estonia,2021-01-15,60-69
Estonia,2021-01-15,70-79
Estonia,2021-01-15,80+
Estonia,2021-01-22,18-24
Estonia,2021-01-22,25-49
Estonia,2021-01-22,50-59
Estonia,2021-01-22,60-69
Estonia,2021-01-22,70-79
Estonia,2021-01-22,80+
Estonia,2021-01-29,18-24
Estonia,2021-01-29,25-49
Estonia,2021-01-29,50-59
Estonia,2021-01-29,60-69
Estonia,2021-01-29,70-79
Estonia,2021-01-29,80+
Estonia,2021-02-05,18-24
Estonia,2021-02-05,25-49
Estonia,2021-02-05,50-59
Estonia,2021-02-05,60-69
Estonia,2021-02-05,70-79
Estonia,2021-02-05,80+
Estonia,2021-02-12,18-24
Estonia,2021-02-12,25-49
Estonia,2021-02-12,50-59
Estonia,2021-02-12,60-69
Estonia,2021-02-12,70-79
Estonia,2021-02-12,80+
Estonia,2021-02-19,0-17
Estonia,2021-02-19,18-24
Estonia,2021-02-19,25-49
Estonia,2021-02-19,50-59
Estonia,2021-02-19,60-69
Estonia,2021-02-19,70-79
Estonia,2021-02-19,80+
Estonia,2021-02-26,0-17
Estonia,2021-02-26,18-24
Estonia,2021-02-26,25-49
Estonia,2021-02-26,50-59
Estonia,2021-02-26,60-69
Estonia,2021-02-26,70-79
Estonia,2021-02-26,80+
Estonia,2021-03-05,0-17
Estonia,2021-03-05,18-24
Estonia,2021-03-05,25-49
Estonia,2021-03-05,50-59
Estonia,2021-03-05,60-69
Estonia,2021-03-05,70-79
Estonia,2021-03-05,80+
Estonia,2021-03-12,0-17
Estonia,2021-03-12,18-24
Estonia,2021-03-12,25-49
Estonia,2021-03-12,50-59
Estonia,2021-03-12,60-69
Estonia,2021-03-12,70-79
Estonia,2021-03-12,80+
Estonia,2021-03-19,0-17
Estonia,2021-03-19,18-24
Estonia,2021-03-19,25-49
Estonia,2021-03-19,50-59
Estonia,2021-03-19,60-69
Estonia,2021-03-19,70-79
Estonia,2021-03-19,80+
Estonia,2021-03-26,0-17
Estonia,2021-03-26,18-24
Estonia,2021-03-26,25-49
Estonia,2021-03-26,50-59
Estonia,2021-03-26,60-69
Estonia,2021-03-26,70-79
Estonia,2021-03-26,80+
Estonia,2021-04-02,0-17
Estonia,2021-04-02,18-24
Estonia,2021-04-02,25-49
Estonia,2021-04-02,50-59
Estonia,2021-04-02,60-69
Estonia,2021-04-02,70-79
Estonia,2021-04-02,80+
Estonia,2021-04-09,0-17
Estonia,2021-04-09,18-24
Estonia,2021-04-09,25-49
Estonia,2021-04-09,50-59
Estonia,2021-04-09,60-69
Estonia,2021-04-09,70-79
Estonia,2021-04-09,80+
Estonia,2021-04-16,0-17
Estonia,2021-04-16,18-24
Estonia,2021-04-16,25-49
Estonia,2021-04-16,50-59
Estonia,2021-04-16,60-69
Estonia,2021-04-16,70-79
Estonia,2021-04-16,80+
Estonia,2021-04-23,0-17
Estonia,2021-04-23,18-24
Estonia,2021-04-23,25-49
Estonia,2021-04-23,50-59
Estonia,2021-04-23,60-69
Estonia,2021-04-23,70-79
Estonia,2021-04-23,80+
Estonia,2021-04-30,0-17
Estonia,2021-04-30,18-24
Estonia,2021-04-30,25-49
Estonia,2021-04-30,50-59
Estonia,2021-04-30,60-69
Estonia,2021-04-30,70-79
Estonia,2021-04-30,80+
Estonia,2021-05-07,0-17
Estonia,2021-05-07,18-24
Estonia,2021-05-07,25-49
Estonia,2021-05-07,50-59
Estonia,2021-05-07,60-69
Estonia,2021-05-07,70-79
Estonia,2021-05-07,80+
Estonia,2021-05-14,0-17
Estonia,2021-05-14,18-24
Estonia,2021-05-14,25-49
Estonia,2021-05-14,50-59
Estonia,2021-05-14,60-69
Estonia,2021-05-14,70-79
Estonia,2021-05-14,80+
Estonia,2021-05-21,0-17
Estonia,2021-05-21,18-24
Estonia,2021-05-21,25-49
Estonia,2021-05-21,50-59
Estonia,2021-05-21,60-69
Estonia,2021-05-21,70-79
Estonia,2021-05-21,80+
Estonia,2021-05-28,0-17
Estonia,2021-05-28,18-24
Estonia,2021-05-28,25-49
Estonia,2021-05-28,50-59
Estonia,2021-05-28,60-69
Estonia,2021-05-28,70-79
Estonia,2021-05-28,80+
Estonia,2021-06-04,0-17
Estonia,2021-06-04,18-24
Estonia,2021-06-04,25-49
Estonia,2021-06-04,50-59
Estonia,2021-06-04,60-69
Estonia,2021-06-04,70-79
Estonia,2021-06-04,80+
Estonia,2021-06-11,0-17
Estonia,2021-06-11,18-24
Estonia,2021-06-11,25-49
Estonia,2021-06-11,50-59
Estonia,2021-06-11,60-69
Estonia,2021-06-11,70-79
Estonia,2021-06-11,80+
Estonia,2021-06-18,0-17
Estonia,2021-06-18,18-24
Estonia,2021-06-18,25-49
Estonia,2021-06-18,50-59
Estonia,2021-06-18,60-69
Estonia,2021-06-18,70-79
Estonia,2021-06-18,80+
Estonia,2021-06-25,0-17
Estonia,2021-06-25,18-24
Estonia,2021-06-25,25-49
Estonia,2021-06-25,50-59
Estonia,2021-06-25,60-69
Estonia,2021-06-25,70-79
Estonia,2021-06-25,80+
Estonia,2021-07-02,0-17
Estonia,2021-07-02,18-24
Estonia,2021-07-02,25-49
Estonia,2021-07-02,50-59
Estonia,2021-07-02,60-69
Estonia,2021-07-02,70-79
Estonia,2021-07-02,80+
Estonia,2021-07-09,0-17
Estonia,2021-07-09,18-24
Estonia,2021-07-09,25-49
Estonia,2021-07-09,50-59
Estonia,2021-07-09,60-69
Estonia,2021-07-09,70-79
Estonia,2021-07-09,80+
Estonia,2021-07-16,0-17
Estonia,2021-07-16,18-24
Estonia,2021-07-16,25-49
Estonia,2021-07-16,50-59
Estonia,2021-07-16,60-69
Estonia,2021-07-16,70-79
Estonia,2021-07-16,80+
Estonia,2021-07-23,0-17
Estonia,2021-07-23,18-24
Estonia,2021-07-23,25-49
Estonia,2021-07-23,50-59
Estonia,2021-07-23,60-69
Estonia,2021-07-23,70-79
Estonia,2021-07-23,80+
Estonia,2021-07-30,0-17
Estonia,2021-07-30,18-24
Estonia,2021-07-30,25-49
Estonia,2021-07-30,50-59
Estonia,2021-07-30,60-69
Estonia,2021-07-30,70-79
Estonia,2021-07-30,80+
Estonia,2021-08-06,0-17
Estonia,2021-08-06,18-24
Estonia,2021-08-06,25-49
Estonia,2021-08-06,50-59
Estonia,2021-08-06,60-69
Estonia,2021-08-06,70-79
Estonia,2021-08-06,80+
Estonia,2021-08-13,0-17
Estonia,2021-08-13,18-24
Estonia,2021-08-13,25-49
Estonia,2021-08-13,50-59
Estonia,2021-08-13,60-69
Estonia,2021-08-13,70-79
Estonia,2021-08-13,80+
Estonia,2021-08-20,0-17
Estonia,2021-08-20,18-24
Estonia,2021-08-20,25-49
Estonia,2021-08-20,50-59
Estonia,2021-08-20,60-69
Estonia,2021-08-20,70-79
Estonia,2021-08-20,80+
Estonia,2021-08-27,0-17
Estonia,2021-08-27,18-24
Estonia,2021-08-27,25-49
Estonia,2021-08-27,50-59
Estonia,2021-08-27,60-69
Estonia,2021-08-27,70-79
Estonia,2021-08-27,80+
Estonia,2021-09-03,0-17
Estonia,2021-09-03,18-24
Estonia,2021-09-03,25-49
Estonia,2021-09-03,50-59
Estonia,2021-09-03,60-69
Estonia,2021-09-03,70-79
Estonia,2021-09-03,80+
Estonia,2021-09-10,0-17
Estonia,2021-09-10,18-24
Estonia,2021-09-10,25-49
Estonia,2021-09-10,50-59
Estonia,2021-09-10,60-69
Estonia,2021-09-10,70-79
Estonia,2021-09-10,80+
Estonia,2021-09-17,0-17
Estonia,2021-09-17,18-24
Estonia,2021-09-17,25-49
Estonia,2021-09-17,50-59
Estonia,2021-09-17,60-69
Estonia,2021-09-17,70-79
Estonia,2021-09-17,80+
Estonia,2021-09-24,0-17
Estonia,2021-09-24,18-24
Estonia,2021-09-24,25-49
Estonia,2021-09-24,50-59
Estonia,2021-09-24,60-69
Estonia,2021-09-24,70-79
Estonia,2021-09-24,80+
Estonia,2021-10-01,0-17
Estonia,2021-10-01,18-24
Estonia,2021-10-01,25-49
Estonia,2021-10-01,50-59
Estonia,2021-10-01,60-69
Estonia,2021-10-01,70-79
Estonia,2021-10-01,80+
Estonia,2021-10-08,0-17
Estonia,2021-10-08,18-24
Estonia,2021-10-08,25-49
Estonia,2021-10-08,50-59
Estonia,2021-10-08,60-69
Estonia,2021-10-08,70-79
Estonia,2021-10-08,80+
Estonia,2021-10-15,0-17
Estonia,2021-10-15,18-24
Estonia,2021-10-15,25-49
Estonia,2021-10-15,50-59
Estonia,2021-10-15,60-69
Estonia,2021-10-15,70-79
Estonia,2021-10-15,80+
Estonia,2021-10-22,0-17
Estonia,2021-10-22,18-24
Estonia,2021-10-22,25-49
Estonia,2021-10-22,50-59
Estonia,2021-10-22,60-69
Estonia,2021-10-22,70-79
Estonia,2021-10-22,80+
Estonia,2021-10-29,0-17
Estonia,2021-10-29,18-24
Estonia,2021-10-29,25-49
Estonia,2021-10-29,50-59
Estonia,2021-10-29,60-69
Estonia,2021-10-29,70-79
Estonia,2021-10-29,80+
Estonia,2021-11-05,0-17
Estonia,2021-11-05,18-24
Estonia,2021-11-05,25-49
Estonia,2021-11-05,50-59
Estonia,2021-11-05,60-69
Estonia,2021-11-05,70-79
Estonia,2021-11-05,80+
Estonia,2021-11-12,0-17
Estonia,2021-11-12,18-24
Estonia,2021-11-12,25-49
Estonia,2021-11-12,50-59
Estonia,2021-11-12,60-69
Estonia,2021-11-12,70-79
Estonia,2021-11-12,80+
Estonia,2021-11-19,0-17
Estonia,2021-11-19,18-24
Estonia,2021-11-19,25-49
Estonia,2021-11-19,50-59
Estonia,2021-11-19,60-69
Estonia,2021-11-19,70-79
Estonia,2021-11-19,80+
Estonia,2021-11-26,0-17
Estonia,2021-11-26,18-24
Estonia,2021-11-26,25-49
Estonia,2021-11-26,50-59
Estonia,2021-11-26,60-69
Estonia,2021-11-26,70-79
Estonia,2021-11-26,80+
Estonia,2021-12-03,0-17
Estonia,2021-12-03,18-24
Estonia,2021-12-03,25-49
Estonia,2021-12-03,50-59
Estonia,2021-12-03,60-69
Estonia,2021-12-03,70-79
Estonia,2021-12-03,80+
Estonia,2021-12-10,0-17
Estonia,2021-12-10,18-24
Estonia,2021-12-10,25-49
Estonia,2021-12-10,50-59
Estonia,2021-12-10,60-69
Estonia,2021-12-10,70-79
Estonia,2021-12-10,80+
Estonia,2021-12-17,0-17
Estonia,2021-12-17,18-24
Estonia,2021-12-17,25-49
Estonia,2021-12-17,50-59
Estonia,2021-12-17,60-69
Estonia,2021-12-17,70-79
Estonia,2021-12-17,80+
Estonia,2021-12-24,0-17
Estonia,2021-12-24,18-24
Estonia,2021-12-24,25-49
Estonia,2021-12-24,50-59
Estonia,2021-12-24,60-69
Estonia,2021-12-24,70-79
Estonia,2021-12-24,80+
Estonia,2021-12-31,0-17
Estonia,2021-12-31,18-24
Estonia,2021-12-31,25-49
Estonia,2021-12-31,50-59
Estonia,2021-12-31,60-69
Estonia,2021-12-31,70-79
Estonia,2021-12-31,80+
Estonia,2022-01-07,0-17
Estonia,2022-01-07,18-24
Estonia,2022-01-07,25-49
Estonia,2022-01-07,50-59
Estonia,2022-01-07,60-69
Estonia,2022-01-07,70-79
Estonia,2022-01-07,80+
Estonia,2022-01-14,0-17
Estonia,2022-01-14,18-24
Estonia,2022-01-14,25-49
Estonia,2022-01-14,50-59
Estonia,2022-01-14,60-69
Estonia,2022-01-14,70-79
Estonia,2022-01-14,80+
Estonia,2022-01-21,0-17
Estonia,2022-01-21,18-24
Estonia,2022-01-21,25-49
Estonia,2022-01-21,50-59
Estonia,2022-01-21,60-69
Estonia,2022-01-21,70-79
Estonia,2022-01-21,80+
Estonia,2022-01-28,0-17
Estonia,2022-01-28,18-24
Estonia,2022-01-28,25-49
Estonia,2022-01-28,50-59
Estonia,2022-01-28,60-69
Estonia,2022-01-28,70-79
Estonia,2022-01-28,80+
Estonia,2022-02-04,0-17
Estonia,2022-02-04,18-24
Estonia,2022-02-04,25-49
Estonia,2022-02-04,50-59
Estonia,2022-02-04,60-69
Estonia,2022-02-04,70-79
Estonia,2022-02-04,80+
Estonia,2022-02-11,0-17
Estonia,2022-02-11,18-24
Estonia,2022-02-11,25-49
Estonia,2022-02-11,50-59
Estonia,2022-02-11,60-69
Estonia,2022-02-11,70-79
Estonia,2022-02-11,80+
Estonia,2022-02-18,0-17
Estonia,2022-02-18,18-24
Estonia,2022-02-18,25-49
Estonia,2022-02-18,50-59
Estonia,2022-02-18,60-69
Estonia,2022-02-18,70-79
Estonia,2022-02-18,80+
Estonia,2022-02-25,0-17
Estonia,2022-02-25,18-24
Estonia,2022-02-25,25-49
Estonia,2022-02-25,50-59
Estonia,2022-02-25,60-69
Estonia,2022-02-25,70-79
Estonia,2022-02-25,80+
Estonia,2022-03-04,0-17
Estonia,2022-03-04,18-24
Estonia,2022-03-04,25-49
Estonia,2022-03-04,50-59
Estonia,2022-03-04,60-69
Estonia,2022-03-04,70-79
Estonia,2022-03-04,80+
Estonia,2022-03-11,0-17
Estonia,2022-03-11,18-24
Estonia,2022-03-11,25-49
Estonia,2022-03-11,50-59
Estonia,2022-03-11,60-69
Estonia,2022-03-11,70-79
Estonia,2022-03-11,80+
Estonia,2022-03-18,0-17
Estonia,2022-03-18,18-24
Estonia,2022-03-18,25-49
Estonia,2022-03-18,50-59
Estonia,2022-03-18,60-69
Estonia,2022-03-18,70-79
Estonia,2022-03-18,80+
Estonia,2022-03-25,0-17
Estonia,2022-03-25,18-24
Estonia,2022-03-25,25-49
Estonia,2022-03-25,50-59
Estonia,2022-03-25,60-69
Estonia,2022-03-25,70-79
Estonia,2022-03-25,80+
Estonia,2022-04-01,0-17
Estonia,2022-04-01,18-24
Estonia,2022-04-01,25-49
Estonia,2022-04-01,50-59
Estonia,2022-04-01,60-69
Estonia,2022-04-01,70-79
Estonia,2022-04-01,80+
Estonia,2022-04-08,0-17
Estonia,2022-04-08,18-24
Estonia,2022-04-08,25-49
Estonia,2022-04-08,50-59
Estonia,2022-04-08,60-69
Estonia,2022-04-08,70-79
Estonia,2022-04-08,80+
Estonia,2022-04-15,0-17
Estonia,2022-04-15,18-24
Estonia,2022-04-15,25-49
Estonia,2022-04-15,50-59
Estonia,2022-04-15,60-69
Estonia,2022-04-15,70-79
Estonia,2022-04-15,80+
Estonia,2022-04-22,0-17
Estonia,2022-04-22,18-24
Estonia,2022-04-22,25-49
Estonia,2022-04-22,50-59
Estonia,2022-04-22,60-69
Estonia,2022-04-22,70-79
Estonia,2022-04-22,80+
Estonia,2022-04-29,0-17
Estonia,2022-04-29,18-24
Estonia,2022-04-29,25-49
Estonia,2022-04-29,50-59
Estonia,2022-04-29,60-69
Estonia,2022-04-29,70-79
Estonia,2022-04-29,80+
Estonia,2022-05-06,0-17
Estonia,2022-05-06,18-24
Estonia,2022-05-06,25-49
Estonia,2022-05-06,50-59
Estonia,2022-05-06,60-69
Estonia,2022-05-06,70-79
Estonia,2022-05-06,80+
Estonia,2022-05-13,0-17
Estonia,2022-05-13,18-24
Estonia,2022-05-13,25-49
Estonia,2022-05-13,50-59
Estonia,2022-05-13,60-69
Estonia,2022-05-13,70-79
Estonia,2022-05-13,80+
Estonia,2022-05-20,0-17
Estonia,2022-05-20,18-24
Estonia,2022-05-20,25-49
Estonia,2022-05-20,50-59
Estonia,2022-05-20,60-69
Estonia,2022-05-20,70-79
Estonia,2022-05-20,80+
Estonia,2022-05-27,0-17
Estonia,2022-05-27,18-24
Estonia,2022-05-27,25-49
Estonia,2022-05-27,50-59
Estonia,2022-05-27,60-69
Estonia,2022-05-27,70-79
Estonia,2022-05-27,80+
Estonia,2022-06-03,0-17
Estonia,2022-06-03,18-24
Estonia,2022-06-03,25-49
Estonia,2022-06-03,50-59
Estonia,2022-06-03,60-69
Estonia,2022-06-03,70-79
Estonia,2022-06-03,80+
Estonia,2022-06-10,0-17
Estonia,2022-06-10,18-24
Estonia,2022-06-10,25-49
Estonia,2022-06-10,50-59
Estonia,2022-06-10,60-69
Estonia,2022-06-10,70-79
Estonia,2022-06-10,80+
Estonia,2022-06-17,0-17
Estonia,2022-06-17,18-24
Estonia,2022-06-17,25-49
Estonia,2022-06-17,50-59
Estonia,2022-06-17,60-69
Estonia,2022-06-17,70-79
Estonia,2022-06-17,80+
Estonia,2022-06-24,0-17
Estonia,2022-06-24,18-24
Estonia,2022-06-24,25-49
Estonia,2022-06-24,50-59
Estonia,2022-06-24,60-69
Estonia,2022-06-24,70-79
Estonia,2022-06-24,80+
Estonia,2022-07-01,0-17
Estonia,2022-07-01,18-24
Estonia,2022-07-01,25-49
Estonia,2022-07-01,50-59
Estonia,2022-07-01,60-69
Estonia,2022-07-01,70-79
Estonia,2022-07-01,80+
Estonia,2022-07-08,0-17
Estonia,2022-07-08,18-24
Estonia,2022-07-08,25-49
Estonia,2022-07-08,50-59
Estonia,2022-07-08,60-69
Estonia,2022-07-08,70-79
Estonia,2022-07-08,80+
Estonia,2022-07-15,0-17
Estonia,2022-07-15,18-24
Estonia,2022-07-15,25-49
Estonia,2022-07-15,50-59
Estonia,2022-07-15,60-69
Estonia,2022-07-15,70-79
Estonia,2022-07-15,80+
Estonia,2022-07-22,0-17
Estonia,2022-07-22,18-24
Estonia,2022-07-22,25-49
Estonia,2022-07-22,50-59
Estonia,2022-07-22,60-69
Estonia,2022-07-22,70-79
Estonia,2022-07-22,80+
Estonia,2022-07-29,0-17
Estonia,2022-07-29,18-24
Estonia,2022-07-29,25-49
Estonia,2022-07-29,50-59
Estonia,2022-07-29,60-69
Estonia,2022-07-29,70-79
Estonia,2022-07-29,80+
Estonia,2022-08-05,0-17
Estonia,2022-08-05,18-24
Estonia,2022-08-05,25-49
Estonia,2022-08-05,50-59
Estonia,2022-08-05,60-69
Estonia,2022-08-05,70-79
Estonia,2022-08-05,80+
Estonia,2022-08-12,0-17
Estonia,2022-08-12,18-24
Estonia,2022-08-12,25-49
Estonia,2022-08-12,50-59
Estonia,2022-08-12,60-69
Estonia,2022-08-12,70-79
Estonia,2022-08-12,80+
Estonia,2022-08-19,0-17
Estonia,2022-08-19,18-24
Estonia,2022-08-19,25-49
Estonia,2022-08-19,50-59
Estonia,2022-08-19,60-69
Estonia,2022-08-19,70-79
Estonia,2022-08-19,80+
Estonia,2022-08-26,0-17
Estonia,2022-08-26,18-24
